ground truth,base model mu,source model mu,adapted model mu,target model mu
0.96667,0.919763445854187,1.005266729244254,1.00526672924,1.00526672924
0.93333,0.9365774393081665,1.0027915552376037,0.97321960808,0.926067204523
1.0,0.9967873096466064,1.1243657160365181,1.09325374883,0.877877095259
1.0,1.045142412185669,1.0630420234324278,0.9892448226,0.944964640072
0.9,1.0738307237625122,1.0538395789661115,0.984650305301,0.975525400747
0.9,1.0795406103134155,1.0504553310189317,0.959341777182,0.961781203436
1.0,1.1145952939987183,1.0419233522415725,0.930956753928,0.933421259122
1.0,1.0459181070327759,1.0934275649085228,1.00177447647,0.95228847335
1.0,1.0788030624389648,1.0847332659956859,0.991780014401,0.974225286537
1.0,0.9502655267715454,0.9588572030403144,0.876570044445,0.951540689418
1.0,0.9804710149765015,0.9476668119308966,0.917841750283,0.976714201299
1.0,1.0089045763015747,0.9363824408892247,0.933501629626,0.983643289805
1.0,1.0364197492599487,0.9251874744452344,0.941091432069,0.986539921484
1.0,1.0215599536895752,1.0335366926086245,1.03141691563,0.756363779763
1.0,1.0412871837615967,1.0368097356340922,1.03245829361,0.977595366816
1.0,0.9812699556350708,1.0354558003872718,1.03237828971,0.980928042377
0.9,1.008070468902588,1.037755415377509,1.03281247248,0.992342185516
0.9,0.8844747543334961,0.992699974770975,0.989556400499,0.952386527784
1.0,0.9101403951644897,0.9984169739310236,0.993477009219,0.928701989958
1.0,1.0199811458587646,0.9974347808226156,0.993539039699,0.947023321659
0.93333,1.0398690700531006,1.0001692121094727,0.996599358587,0.964093779989
