ground truth,base model mu,source model mu,adapted model mu,target model mu
0.9,0.5591164231300354,0.7501983557862211,0.750198355786,0.750198355786
0.93333,0.5700345635414124,0.7528655536923345,0.807021837427,0.860412661475
0.9,0.8341169357299805,0.6516516469339564,0.726034640367,0.869232549779
0.73333,1.027212142944336,0.6583143918108512,0.779683061892,0.88824419073
0.86667,1.163099765777588,0.667728741134674,0.772864107876,0.827320524244
0.86667,1.3433828353881836,0.682750151408829,0.794959135193,0.85101136878
0.8,1.3762964010238647,0.691020367894275,0.817696781214,0.856590891451
0.8,1.2950668334960938,0.6865926888815359,0.811458758708,0.832330990792
0.9,1.3215934038162231,0.6925355290449922,0.815617067322,0.812228501732
0.9,1.484196424484253,0.8077345636218531,0.934303135271,0.838535661456
0.9,1.5150160789489746,0.8094891538940665,0.927222942465,0.872295215237
0.9,0.2884165644645691,0.599115635812737,0.604979671979,0.806680755727
0.76667,0.2984021306037903,0.6080846114682821,0.638567501155,0.88187870688
0.76667,0.3136684000492096,0.6195516040795184,0.650531131852,0.827507241478
0.6,0.35271474719047546,0.6244668108396532,0.665305530013,0.800617367446
0.6,0.0,0.34953254077342777,0.356493082657,0.74229237158
0.66667,0.0,0.3461476968995605,0.360857705805,0.667150895859
0.66667,0.0,0.3726743304999012,0.399913150417,0.683431012325
0.53333,0.0,0.37395756962277815,0.411720726408,0.67870964222
0.53333,0.032611116766929626,0.3599958162046235,0.392906303535,0.63553608054
0.53333,0.055601440370082855,0.36584798745913005,0.402770237271,0.610712196069
