ground truth,base model mu,source model mu,adapted model mu,target model mu
0.93333,0.2722965478897095,0.771604493802716,0.771604493803,0.771604493803
0.9,0.0,0.8843247841285891,0.900745517712,0.81344522941
1.0,0.0,0.8356964189531624,0.851141073404,0.865927690506
1.0,0.16650107502937317,0.9040607947366333,0.97347172142,0.928365031709
1.0,0.20036467909812927,0.8970410633440267,0.984580932448,0.950972553148
1.0,0.0,0.8345945637083148,0.922468360008,0.968741271832
0.93333,0.0,0.8482335044481744,0.929229489252,0.950588349021
0.9,0.0,0.7952811551846537,0.805791723997,0.910787873945
0.96667,0.14351996779441833,0.850062104841605,0.885033146715,0.91416472501
1.0,0.4578661024570465,0.856426225212207,0.884921193215,0.930492175216
0.93333,0.7931742072105408,0.8552903909009189,0.85919565709,0.93655624916
0.76667,0.7313581109046936,0.7247888761547117,0.728099118169,0.886112405586
