ground truth,base model mu,source model mu,adapted model mu,target model mu
0.9,2.45310115814209,1.0410853054190516,1.04108530542,1.04108530542
1.0,3.027024269104004,1.0058550832089574,0.930612339166,0.902473277092
1.0,2.988553047180176,1.058275656288468,1.0067722245,0.93341961706
0.96667,2.314987897872925,1.0576133792830644,1.00847712273,0.926986720393
0.96667,2.7794883251190186,1.037177096273341,0.971444802525,0.952924322576
0.96667,3.0613749027252197,0.9844667343329663,0.907234336869,0.94551761675
1.0,0.89349365234375,0.9925267256546242,0.989928178048,0.799561619442
0.96667,0.7226746678352356,0.9994040393238652,0.99527310415,0.966047235772
0.86667,0.9894378185272217,0.9586454489370801,0.946970419151,0.937197351352
0.93333,0.8243857026100159,0.9697897770419406,0.949705740626,0.922918789809
0.76667,0.9232980012893677,0.8701573375346605,0.861527215231,0.908721460867
0.83333,1.0423798561096191,0.8813207175615432,0.868353287185,0.83760508841
